relative_path,file_name,folder,width,height,channels,has_alpha,suggested_category,suggested_object,next_step_usefulness
reanim/CherryBomb_righteye23.png,CherryBomb_righteye23.png,reanim,,,,False,plant,cherry_bomb,medium_for_plant_reference
reanim/CherryBomb_righteye24.png,CherryBomb_righteye24.png,reanim,,,,False,plant,cherry_bomb,medium_for_plant_reference
reanim/CherryBomb_righteye25.png,CherryBomb_righteye25.png,reanim,,,,False,plant,cherry_bomb,medium_for_plant_reference
reanim/CherryBomb_rightmouth1.png,CherryBomb_rightmouth1.png,reanim,,,,False,plant,cherry_bomb,high_for_plant_reference
reanim/CherryBomb_rightmouth2.png,CherryBomb_rightmouth2.png,reanim,,,,False,plant,cherry_bomb,high_for_plant_reference
reanim/CherryBomb_rightmouth3.png,CherryBomb_rightmouth3.png,reanim,,,,False,plant,cherry_bomb,high_for_plant_reference
reanim/CherryBomb_rightmouth4.png,CherryBomb_rightmouth4.png,reanim,,,,False,plant,cherry_bomb,high_for_plant_reference
reanim/CherryBomb_rightmouth5.png,CherryBomb_rightmouth5.png,reanim,,,,False,plant,cherry_bomb,high_for_plant_reference
reanim/CherryBomb_rightstem.png,CherryBomb_rightstem.png,reanim,,,,False,plant,cherry_bomb,high_for_plant_reference
reanim/Chomper_Headleaf1.png,Chomper_Headleaf1.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_Headleaf2.png,Chomper_Headleaf2.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_Headleaf3.png,Chomper_Headleaf3.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_Headleaf4.png,Chomper_Headleaf4.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_bottomlip.png,Chomper_bottomlip.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_groundleaf1.png,Chomper_groundleaf1.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_groundleaf1tip.png,Chomper_groundleaf1tip.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_groundleaf2.png,Chomper_groundleaf2.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_groundleaf2tip.png,Chomper_groundleaf2tip.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_groundleaf3.png,Chomper_groundleaf3.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_groundleaf4.png,Chomper_groundleaf4.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_insidemouth.png,Chomper_insidemouth.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_spike.png,Chomper_spike.png,reanim,,,,False,plant,chomper,medium_for_plant_reference
reanim/Chomper_stem1.png,Chomper_stem1.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_stem2.png,Chomper_stem2.png,reanim,,,,False,plant,chomper,high_for_plant_reference
reanim/Chomper_stem3.png,Chomper_stem3.png,reanim,,,,False,plant,chomper,high_for_plant_reference
